Group,n,wt,
M-HL AHOD2: High Chest RT,0.0,0.0,
M-HL AHOD2: Other,0.0,0.0,
F-HL AHOD2: Contemporary with RT,0.0,0.0,
F-HL AHOD2: Contemporary without RT,0.0,0.0,
F-HL AHOD2: High Chest RT,0.0,0.0,
F-HL AHOD2: Other,0.0,0.0,
M-ALL grp: 1970s-like,0.0,0.0,
M-ALL grp: 1980s SR-like,0.0,0.0,
M-ALL grp: 1980s HR-like,0.0,0.0,
M-ALL grp: 1990s HR-like,0.0,0.0,
M-ALL grp: 1990s SR/Essig,0.0,0.0,
M-ALL grp: Other,0.0,0.0,
M-ALL grp: Relapse/Transplant,0.0,0.0,
F-ALL grp: 1970s-like,0.0,0.0,
F-ALL grp: 1980s SR-like,0.0,0.0,
F-ALL grp: 1980s HR-like,0.0,0.0,
F-ALL grp: 1990s HR-like,0.0,0.0,
F-ALL grp: 1990s SR/Essig,0.0,0.0,
F-ALL grp: Other,0.0,0.0,
F-ALL grp: Relapse/Transplant,0.0,0.0,
