Group,n,wt,
NoRad_solid_80,788.0,1113.1228150479985,
NoRad_leuk_80,1373.0,2657.1266960549992,
NoRad_lymp_80,468.0,668.3615501090005,
Rad_brain_80,906.0,1366.4309060220025,
Rad_bone_80,207.0,301.89671455800004,
Rad_sts_80,391.0,567.7463730620001,
Rad_solid_80,558.0,785.603183980998,
Rad_leuk_80,1541.0,2617.3931456159976,
Rad_lymp_80,1148.0,1635.3254487040008,
NoRad_brain_90,1059.0,1578.2633695560025,
NoRad_bone_90,521.0,786.8296459720003,
NoRad_sts_90,105.0,160.00945465999993,
NoRad_solid_90,957.0,1406.3419459569964,
NoRad_leuk_90,1662.0,6052.870301392019,
NoRad_lymp_90,839.0,1242.6903390259995,
Rad_brain_90,1001.0,1526.3601606339978,
Rad_bone_90,171.0,271.32602418499994,
Rad_sts_90,263.0,393.22163442000004,
Rad_solid_90,607.0,901.4023854550009,
Rad_leuk_90,667.0,1857.9532082109993,
Rad_lymp_90,834.0,1195.9008819510009,
NoRad_ALL,2679.0,8227.31158267601,
NoRad_AML,561.0,805.2384656980005,
NoRad_OtherLeukemia,125.0,188.65463785500006,
NoRad_Astrocytoma,1305.0,1944.4776332410047,
NoRad_Medulloblastoma,62.0,96.89752079999998,
NoRad_Other CNS,263.0,388.13610365900047,
NoRad_HL,361.0,543.023078753999,
NoRad_NHL,1073.0,1557.1722736449983,
NoRad_Kidney,889.0,1284.5305581429977,
NoRad_NBL,1100.0,1595.1920086549972,
NoRad_STS,502.0,748.1619088539993,
NoRad_Ewings,207.0,312.603219031,
NoRad_Osteosarcoma,1013.0,1489.8228713159972,
NoRad_OtherBoneTumor,53.0,77.544715497,
Rad_ALL,3093.0,5764.51479786497,
Rad_AML,294.0,416.3752928050002,
Rad_OtherLeukemia,169.0,256.457826594,
Rad_Astrocytoma,1059.0,1629.7228553810032,
Rad_Medulloblastoma,859.0,1327.8221321029994,
Rad_Other CNS,397.0,594.2416778200005,
Rad_HL,2385.0,3495.109170968979,
Rad_NHL,781.0,1142.613714458,
Rad_Kidney,1089.0,1569.3364923469962,
Rad_NBL,608.0,909.6436827759991,
Rad_STS,1004.0,1503.9204421809964,
Rad_Ewings,448.0,674.7106927639992,
Rad_Osteosarcoma,93.0,147.80624678600003,
Rad_OtherBoneTumor,38.0,59.942556973,
NoRad_brain,1632.0,2433.777909490009,
NoRad_bone,1274.0,1881.8588554289993,
NoRad_sts,502.0,748.1619088539993,
NoRad_solid,1991.0,2882.565544635006,
NoRad_leuk,3368.0,9225.955602847016,
NoRad_lymp,1435.0,2102.841241714997,
Rad_brain,2319.0,3558.847631541012,
Rad_bone,579.0,882.498766782999,
Rad_sts,1004.0,1503.9204421809964,
Rad_solid,1699.0,2482.163315584008,
Rad_leuk,3560.0,6443.000110947016,
Rad_lymp,3168.0,4640.699618682958,
ALL grp: 1970s-like,727.0,1038.395719192999,
ALL grp: 1980s SR-like,642.0,1197.2545355690015,
ALL grp: 1980s HR-like,373.0,683.3801997229999,
ALL grp: 1990s HR-like,481.0,1619.4765182980004,
ALL grp: 1990s SR/Essig,1410.0,4334.752125314998,
ALL grp: Other,1287.0,3209.2834021190024,
ALL grp: Relapse/Transplant,818.0,1827.1258052370017,
NHS: Level 1,3407.0,9130.351246643006,
NHS: Level 2,8282.0,12915.896712133075,
NHS: Level 3,10799.0,16681.1382957049,
M-HL grp: Salvage,162.0,270.826420584,
M-HL grp: Extended,286.0,449.8895458440001,
M-HL grp: Chest RT>=35 plus chemo,125.0,193.95448743399993,
M-HL grp: Chest RT>=35 no chemo,93.0,140.313236373,
M-HL grp: Chest RT<35 plus chemo,356.0,523.1828220960003,
M-HL grp: Chemo without chest RT,117.0,183.76908479399998,
M-HL grp: Other,9566.0,15872.700985895804,
F-HL grp: Salvage,126.0,183.64590372299998,
F-HL grp: Extended,280.0,393.9531716609998,
F-HL grp: Chest RT>=35 plus chemo,145.0,202.51741662200004,
F-HL grp: Chest RT>=35 no chemo,111.0,153.70793114499998,
F-HL grp: Chest RT<35 plus chemo,406.0,546.0458615549998,
F-HL grp: Chemo without chest RT,126.0,181.32644513200006,
F-HL grp: Other,106.0,150.7090442989999,
M-HL grp 2: Salvage,162.0,270.826420584,
M-HL grp 2: Extended,286.0,449.8895458440001,
M-HL grp 2: Chest RT>=35,223.0,341.9731490729997,
M-HL grp 2: [empty],0.0,0.0,
M-HL grp 2: Chest RT<35 plus chemo,356.0,523.1828220960003,
M-HL grp 2: Chemo without chest RT,117.0,183.76908479399998,
M-HL grp 2: Other,9566.0,15872.700985895804,
F-HL grp 2: Salvage,126.0,183.64590372299998,
F-HL grp 2: Extended,280.0,393.9531716609998,
F-HL grp 2: Chest RT>=35,262.0,364.8765873849996,
F-HL grp 2: [empty],0.0,0.0,
F-HL grp 2: Chest RT<35 plus chemo,406.0,546.0458615549998,
F-HL grp 2: Chemo without chest RT,126.0,181.32644513200006,
F-HL grp 2: Other,106.0,150.7090442989999,
M-HL AHOD: Contemporary,104.0,153.95449931299996,
M-HL AHOD: High Chest RT,613.0,967.6474309149992,
M-HL AHOD: Other,10006.0,16542.315618432738,
F-HL AHOD: Contemporary,149.0,207.4877479209997,
F-HL AHOD: High Chest RT,621.0,874.2815364079977,
F-HL AHOD: Other,550.0,760.4452439590003,
M-HL AHOD2: Contemporary with RT,78.0,112.37440724299998,
M-HL AHOD2: Contemporary without RT,26.0,41.141519110000004,
M-HL AHOD2: High Chest RT,613.0,967.6474309149992,
M-HL AHOD2: Other,10006.0,16542.315618432738,
F-HL AHOD2: Contemporary with RT,96.0,131.200437032,
F-HL AHOD2: Contemporary without RT,52.0,75.08684919499997,
F-HL AHOD2: High Chest RT,621.0,874.2815364079977,
F-HL AHOD2: Other,550.0,760.4452439590003,
M-ALL grp: 1970s-like,347.0,518.3385199669998,
M-ALL grp: 1980s SR-like,341.0,666.2148135780001,
M-ALL grp: 1980s HR-like,200.0,383.32605048500017,
M-ALL grp: 1990s HR-like,283.0,1016.6526704290004,
M-ALL grp: 1990s SR/Essig,665.0,2197.4080409150006,
M-ALL grp: Other,699.0,1804.228674748,
M-ALL grp: Relapse/Transplant,8450.0,12335.370986710917,
F-ALL grp: 1970s-like,378.0,515.1789316340007,
F-ALL grp: 1980s SR-like,297.0,524.9972618080009,
F-ALL grp: 1980s HR-like,170.0,295.7752971539998,
F-ALL grp: 1990s HR-like,197.0,597.7664533669998,
F-ALL grp: 1990s SR/Essig,741.0,2126.8389231989995,
F-ALL grp: Other,584.0,1394.8861259010027,
F-ALL grp: Relapse/Transplant,312.0,669.9977826600004,
