Group,n,wt,
NoRad_sts_80,199.0,286.96306746000005,
NoRad_solid_80,794.0,1123.0275563269981,
NoRad_leuk_80,1382.0,2673.3823761149993,
NoRad_lymp_80,473.0,675.8058566900007,
Rad_brain_80,912.0,1376.5433130540025,
Rad_bone_80,209.0,304.787854342,
Rad_sts_80,393.0,570.5959878760001,
Rad_solid_80,564.0,795.5463673469981,
Rad_leuk_80,1550.0,2633.6562675419977,
Rad_lymp_80,1153.0,1642.769755285001,
NoRad_brain_90,1067.0,1591.5940196320023,
NoRad_bone_90,523.0,790.6255907110003,
NoRad_sts_90,108.0,164.358983093,
NoRad_solid_90,961.0,1412.839649220996,
NoRad_leuk_90,1670.0,6081.6250129010195,
NoRad_lymp_90,846.0,1252.9761866859997,
Rad_brain_90,1009.0,1539.6217129189972,
Rad_bone_90,173.0,275.12196892399993,
Rad_sts_90,266.0,397.5711628530001,
Rad_solid_90,611.0,907.9000887190008,
Rad_leuk_90,675.0,1886.5401296599991,
Rad_lymp_90,840.0,1206.186729611001,
NoRad_ALL,2691.0,8260.666204242007,
NoRad_AML,566.0,812.5997753490005,
NoRad_OtherLeukemia,128.0,193.34112047800005,
NoRad_Astrocytoma,1316.0,1961.6769777540046,
NoRad_Medulloblastoma,65.0,102.82607466799998,
NoRad_Other CNS,268.0,396.51016029300047,
NoRad_HL,368.0,553.2880497819989,
NoRad_NHL,1079.0,1567.2274782429984,
NoRad_Kidney,894.0,1292.6185654149976,
NoRad_NBL,1105.0,1603.8994635659972,
NoRad_STS,509.0,758.1490765239992,
NoRad_Ewings,211.0,318.848912966,
NoRad_Osteosarcoma,1014.0,1492.136635365997,
NoRad_OtherBoneTumor,53.0,77.544715497,
Rad_ALL,3105.0,5797.853990735971,
Rad_AML,299.0,423.72191026600024,
Rad_OtherLeukemia,172.0,261.14430921699994,
Rad_Astrocytoma,1070.0,1647.0460714730034,
Rad_Medulloblastoma,862.0,1333.7506859709993,
Rad_Other CNS,402.0,602.5050422850007,
Rad_HL,2392.0,3505.381558595979,
Rad_NHL,787.0,1152.657647567,
Rad_Kidney,1095.0,1578.2224208439964,
Rad_NBL,613.0,918.3365720449991,
Rad_STS,1011.0,1513.911560631997,
Rad_Ewings,452.0,680.9563866989992,
Rad_Osteosarcoma,94.0,150.12001083600006,
Rad_OtherBoneTumor,38.0,59.942556973,
NoRad_brain,1645.0,2454.0466326480077,
NoRad_bone,1278.0,1888.490993568999,
NoRad_sts,509.0,758.1490765239992,
NoRad_solid,1998.0,2894.1637951130074,
NoRad_leuk,3381.0,9260.914955570015,
NoRad_lymp,1445.0,2117.399606241997,
Rad_brain,2332.0,3579.160660083013,
Rad_bone,583.0,889.130904922999,
Rad_sts,1011.0,1513.911560631997,
Rad_solid,1706.0,2493.6769289220083,
Rad_leuk,3573.0,6477.938772695015,
Rad_lymp,3178.0,4655.293206130957,
ALL grp: 1970s-like,741.0,1065.636838875,
ALL grp: 1980s SR-like,658.0,1237.1928417290017,
ALL grp: 1980s HR-like,386.0,710.9747233579997,
ALL grp: 1990s HR-like,488.0,1637.0775689520005,
ALL grp: 1990s SR/Essig,1426.0,4386.277708009,
ALL grp: Other,1309.0,3265.7751947330016,
ALL grp: Relapse/Transplant,824.0,1847.7086419110017,
NHS: Level 1,3420.0,9163.639306506007,
NHS: Level 2,8307.0,12965.874820682076,
NHS: Level 3,10824.0,16723.498039387898,
M-HL grp: Salvage,163.0,272.051091599,
M-HL grp: Extended,295.0,464.93551969500004,
M-HL grp: Chest RT>=35 plus chemo,135.0,211.31419833899997,
M-HL grp: Chest RT>=35 no chemo,103.0,156.434847273,
M-HL grp: Chest RT<35 plus chemo,368.0,542.5450859550003,
M-HL grp: Chemo without chest RT,126.0,198.76543988100002,
M-HL grp: Other,9581.0,15896.886555486797,
F-HL grp: Salvage,127.0,185.11446095399998,
F-HL grp: Extended,291.0,410.23210516299986,
F-HL grp: Chest RT>=35 plus chemo,156.0,218.87506386600003,
F-HL grp: Chest RT>=35 no chemo,123.0,171.04652800399998,
F-HL grp: Chest RT<35 plus chemo,419.0,564.8317241839995,
F-HL grp: Chemo without chest RT,135.0,194.46408642900005,
F-HL grp: Other,120.0,170.54092643099992,
M-HL grp 2: Salvage,163.0,272.051091599,
M-HL grp 2: Extended,295.0,464.93551969500004,
M-HL grp 2: Chest RT>=35,234.0,359.76523646199973,
M-HL grp 2: [empty],0.0,0.0,
M-HL grp 2: Chest RT<35 plus chemo,368.0,542.5450859550003,
M-HL grp 2: Chemo without chest RT,126.0,198.76543988100002,
M-HL grp 2: Other,9581.0,15896.886555486797,
F-HL grp 2: Salvage,127.0,185.11446095399998,
F-HL grp 2: Extended,291.0,410.23210516299986,
F-HL grp 2: Chest RT>=35,272.0,380.9329286569997,
F-HL grp 2: [empty],0.0,0.0,
F-HL grp 2: Chest RT<35 plus chemo,419.0,564.8317241839995,
F-HL grp 2: Chemo without chest RT,135.0,194.46408642900005,
F-HL grp 2: Other,120.0,170.54092643099992,
M-HL AHOD: Contemporary,107.0,158.93885334299995,
M-HL AHOD: High Chest RT,625.0,987.8504218489992,
M-HL AHOD: Other,10018.0,16562.464535405736,
F-HL AHOD: Contemporary,153.0,213.9158307259997,
F-HL AHOD: High Chest RT,633.0,891.4428534869977,
F-HL AHOD: Other,562.0,777.7567191200003,
M-HL AHOD2: Contemporary with RT,81.0,117.54427191599999,
M-HL AHOD2: Contemporary without RT,28.0,44.217853487000006,
M-HL AHOD2: High Chest RT,625.0,987.8504218489992,
M-HL AHOD2: Other,10018.0,16562.464535405736,
F-HL AHOD2: Contemporary with RT,101.0,138.67995092499996,
F-HL AHOD2: Contemporary without RT,54.0,77.89457133999997,
F-HL AHOD2: High Chest RT,633.0,891.4428534869977,
F-HL AHOD2: Other,562.0,777.7567191200003,
M-ALL grp: 1970s-like,357.0,541.7821960350001,
M-ALL grp: 1980s SR-like,355.0,703.1896212919999,
M-ALL grp: 1980s HR-like,211.0,408.2228920080002,
M-ALL grp: 1990s HR-like,289.0,1032.4652911420003,
M-ALL grp: 1990s SR/Essig,678.0,2239.2592026580023,
M-ALL grp: Other,715.0,1847.2904893910002,
M-ALL grp: Relapse/Transplant,8456.0,12355.195649763918,
F-ALL grp: 1970s-like,387.0,529.2716069290003,
F-ALL grp: 1980s SR-like,306.0,541.7063240500008,
F-ALL grp: 1980s HR-like,178.0,307.41091049299985,
F-ALL grp: 1990s HR-like,201.0,607.8507147849998,
F-ALL grp: 1990s SR/Essig,752.0,2154.7658514289988,
F-ALL grp: Other,598.0,1428.077765992003,
F-ALL grp: Relapse/Transplant,314.0,676.1350487010004,
